id,timestamp,open,high,low,close,volume,price_range
29,2024-06-10 19:31:00,192.45,192.48,192.44,192.47,1274,0.03999999999999204
30,2024-06-10 19:30:00,192.37,192.48,192.37,192.45,4773,0.10999999999998522
31,2024-06-10 19:29:00,192.38,192.44,192.37,192.4,815,0.06999999999999318
32,2024-06-10 19:28:00,192.375,192.44,192.37,192.44,1689,0.06999999999999318
33,2024-06-10 19:27:00,192.43,192.44,192.37,192.375,377,0.06999999999999318
34,2024-06-10 19:26:00,192.4,192.44,192.37,192.4,2657,0.06999999999999318
35,2024-06-10 19:25:00,192.435,192.47,192.4,192.44,914,0.06999999999999318
36,2024-06-10 19:24:00,192.47,192.47,192.4,192.47,283,0.06999999999999318
37,2024-06-10 19:23:00,192.41,192.45,192.39,192.435,563,0.060000000000002274
38,2024-06-10 19:22:00,192.4,192.42,192.39,192.42,767,0.030000000000001137
39,2024-06-10 19:21:00,192.4,192.41,192.39,192.41,704,0.020000000000010232
40,2024-06-10 19:20:00,192.4,192.42,192.38,192.4,1905,0.03999999999999204
41,2024-06-10 19:19:00,192.375,192.41,192.37,192.4,1754,0.03999999999999204
42,2024-06-10 19:18:00,192.4,192.4,192.36,192.375,922,0.03999999999999204
43,2024-06-10 19:17:00,192.44,192.45,192.36,192.38,5161,0.08999999999997499
44,2024-06-10 19:16:00,192.45,192.45,192.4,192.45,801,0.04999999999998295
45,2024-06-10 19:15:00,192.405,192.45,192.4,192.45,508,0.04999999999998295
46,2024-06-10 19:14:00,192.53,192.53,192.31,192.44,2887,0.21999999999999886
47,2024-06-10 19:13:00,192.38,192.53,192.36,192.455,1919,0.1699999999999875
48,2024-06-10 19:12:00,192.52,192.52,192.35,192.38,4144,0.17000000000001592
49,2024-06-10 19:11:00,192.5,192.52,192.48,192.5,524,0.040000000000020464
50,2024-06-10 19:10:00,192.5,192.5,192.475,192.5,811,0.025000000000005684
51,2024-06-10 19:09:00,192.51,192.52,192.48,192.505,1877,0.040000000000020464
52,2024-06-10 19:08:00,192.5,192.51,192.48,192.51,643,0.030000000000001137
53,2024-06-10 19:07:00,192.519,192.52,192.5,192.5,676,0.020000000000010232
54,2024-06-10 19:06:00,192.5,192.55,192.5,192.51,401,0.05000000000001137
55,2024-06-10 19:05:00,192.55,192.55,192.25,192.5,3306,0.30000000000001137
56,2024-06-10 19:04:00,192.54,192.55,192.52,192.54,601,0.030000000000001137
57,2024-06-10 19:03:00,192.54,192.54,192.51,192.52,339,0.030000000000001137
58,2024-06-10 19:02:00,192.54,192.55,192.51,192.54,1197,0.040000000000020464
59,2024-06-10 19:01:00,192.55,192.55,192.54,192.54,302,0.010000000000019327
60,2024-06-10 19:00:00,192.62,192.62,192.54,192.545,916,0.0800000000000125
61,2024-06-10 18:59:00,192.595,192.62,192.54,192.58,1242,0.0800000000000125
62,2024-06-10 18:58:00,192.55,192.62,192.54,192.57,2580,0.0800000000000125
63,2024-06-10 18:57:00,192.54,192.55,192.53,192.55,2342,0.020000000000010232
64,2024-06-10 18:56:00,192.52,192.55,192.5,192.55,1161,0.05000000000001137
65,2024-06-10 18:55:00,192.5,192.54,192.5,192.526,2604,0.03999999999999204
66,2024-06-10 18:54:00,192.505,192.55,192.5,192.5,1335,0.05000000000001137
67,2024-06-10 18:53:00,192.55,192.55,192.5,192.5,951,0.05000000000001137
68,2024-06-10 18:52:00,192.54,192.56,192.5,192.5,1786,0.060000000000002274
69,2024-06-10 18:51:00,192.59,192.61,192.5,192.58,2768,0.11000000000001364
70,2024-06-10 18:50:00,192.61,192.63,192.58,192.6,991,0.04999999999998295
71,2024-06-10 18:49:00,192.615,192.63,192.58,192.63,355,0.04999999999998295
72,2024-06-10 18:48:00,192.615,193.12,192.58,192.6,8118,0.539999999999992
73,2024-06-10 18:47:00,192.64,192.66,192.58,192.63,2410,0.07999999999998408
74,2024-06-10 18:46:00,192.5,192.69,192.5,192.615,10539,0.18999999999999773
75,2024-06-10 18:45:00,192.5,192.53,192.5,192.53,1938,0.030000000000001137
76,2024-06-10 18:44:00,192.53,192.54,192.5,192.515,1736,0.03999999999999204
77,2024-06-10 18:43:00,192.6,192.61,192.5,192.54,4801,0.11000000000001364
78,2024-06-10 18:42:00,192.7,192.7,192.55,192.63,2387,0.14999999999997726
79,2024-06-10 18:41:00,192.67,192.7,192.66,192.7,253,0.03999999999999204
80,2024-06-10 18:40:00,192.7,192.7,192.65,192.67,993,0.04999999999998295
81,2024-06-10 18:39:00,192.7,192.7,192.65,192.675,736,0.04999999999998295
82,2024-06-10 18:38:00,192.731,192.75,192.69,192.699,1027,0.060000000000002274
83,2024-06-10 18:37:00,192.76,192.8,192.7,192.725,503,0.10000000000002274
84,2024-06-10 18:36:00,192.7,192.79,192.695,192.76,2039,0.09499999999999886
85,2024-06-10 18:35:00,192.79,192.8,192.7,192.7,2863,0.10000000000002274
86,2024-06-10 18:34:00,192.8,192.83,192.75,192.79,3269,0.0800000000000125
87,2024-06-10 18:33:00,192.83,192.84,192.8,192.8,640,0.03999999999999204
88,2024-06-10 18:32:00,192.83,192.84,192.8,192.84,972,0.03999999999999204
89,2024-06-10 18:31:00,192.86,192.86,192.795,192.82,1167,0.06500000000002615
90,2024-06-10 18:30:00,192.83,192.87,192.46,192.86,975,0.4099999999999966
91,2024-06-10 18:29:00,192.86,192.87,192.83,192.87,2327,0.03999999999999204
92,2024-06-10 18:28:00,192.85,192.88,192.84,192.85,649,0.03999999999999204
93,2024-06-10 18:27:00,192.86,192.88,192.7,192.85,1184,0.18000000000000682
94,2024-06-10 18:26:00,192.79,192.88,192.64,192.86,828,0.2400000000000091
95,2024-06-10 18:25:00,192.85,192.88,192.61,192.88,1963,0.2699999999999818
96,2024-06-10 18:24:00,192.65,192.87,192.6,192.87,1393,0.27000000000001023
97,2024-06-10 18:23:00,192.54,192.75,192.51,192.625,4344,0.2400000000000091
98,2024-06-10 18:22:00,192.5,192.884,192.5,192.58,3334,0.38399999999998613
99,2024-06-10 18:21:00,192.5,192.53,192.45,192.515,2701,0.0800000000000125
100,2024-06-10 18:20:00,192.49,192.53,192.45,192.475,1247,0.0800000000000125
101,2024-06-10 19:59:00,192.32,192.4,192.29,192.33,7650,0.11000000000001364
102,2024-06-10 19:58:00,192.25,192.35,192.25,192.31,2758,0.09999999999999432
103,2024-06-10 19:57:00,192.26,192.27,192.22,192.22,4278,0.05000000000001137
104,2024-06-10 19:56:00,192.28,192.29,192.25,192.28,6735,0.03999999999999204
105,2024-06-10 19:55:00,192.38,192.4,192.28,192.28,5785,0.12000000000000455
106,2024-06-10 19:54:00,192.37,192.4,192.36,192.38,3196,0.03999999999999204
107,2024-06-10 19:53:00,192.43,192.54,192.36,192.37,14102,0.1799999999999784
108,2024-06-10 19:52:00,192.49,192.53,192.425,192.43,2933,0.10499999999998977
109,2024-06-10 19:51:00,192.53,192.55,192.44,192.465,9904,0.11000000000001364
110,2024-06-10 19:50:00,192.59,192.59,192.525,192.55,2166,0.06499999999999773
111,2024-06-10 19:49:00,192.62,192.62,192.56,192.59,1456,0.060000000000002274
112,2024-06-10 19:48:00,192.62,192.62,192.6,192.61,1535,0.020000000000010232
113,2024-06-10 19:47:00,192.6,192.62,192.6,192.62,830,0.020000000000010232
114,2024-06-10 19:46:00,192.6,192.62,192.59,192.61,351,0.030000000000001137
115,2024-06-10 19:45:00,192.63,192.63,192.56,192.56,3237,0.06999999999999318
116,2024-06-10 19:44:00,192.62,192.65,192.6,192.615,5955,0.05000000000001137
117,2024-06-10 19:43:00,192.6,192.62,192.57,192.62,2398,0.05000000000001137
118,2024-06-10 19:42:00,192.575,192.62,192.575,192.61,264,0.045000000000015916
119,2024-06-10 19:41:00,192.62,192.62,192.55,192.56,1124,0.06999999999999318
120,2024-06-10 19:40:00,192.605,192.64,192.55,192.585,1451,0.08999999999997499
121,2024-06-10 19:39:00,192.65,192.65,192.56,192.58,1732,0.09000000000000341
122,2024-06-10 19:38:00,192.61,192.65,192.56,192.62,1656,0.09000000000000341
123,2024-06-10 19:37:00,192.62,192.68,192.585,192.63,1279,0.09499999999999886
124,2024-06-10 19:36:00,192.655,192.68,192.55,192.615,537,0.12999999999999545
125,2024-06-10 19:35:00,192.68,192.7,192.61,192.61,3591,0.08999999999997499
126,2024-06-10 19:34:00,192.59,192.81,192.59,192.69,7656,0.21999999999999886
127,2024-06-10 19:33:00,192.48,192.7,192.445,192.65,6096,0.25499999999999545
128,2024-06-10 19:32:00,192.48,192.48,192.41,192.48,1495,0.06999999999999318
129,2024-06-10 19:31:00,192.45,192.48,192.44,192.47,1274,0.03999999999999204
130,2024-06-10 19:30:00,192.37,192.48,192.37,192.45,4773,0.10999999999998522
131,2024-06-10 19:29:00,192.38,192.44,192.37,192.4,815,0.06999999999999318
132,2024-06-10 19:28:00,192.375,192.44,192.37,192.44,1689,0.06999999999999318
133,2024-06-10 19:27:00,192.43,192.44,192.37,192.375,377,0.06999999999999318
134,2024-06-10 19:26:00,192.4,192.44,192.37,192.4,2657,0.06999999999999318
135,2024-06-10 19:25:00,192.435,192.47,192.4,192.44,914,0.06999999999999318
136,2024-06-10 19:24:00,192.47,192.47,192.4,192.47,283,0.06999999999999318
137,2024-06-10 19:23:00,192.41,192.45,192.39,192.435,563,0.060000000000002274
138,2024-06-10 19:22:00,192.4,192.42,192.39,192.42,767,0.030000000000001137
139,2024-06-10 19:21:00,192.4,192.41,192.39,192.41,704,0.020000000000010232
140,2024-06-10 19:20:00,192.4,192.42,192.38,192.4,1905,0.03999999999999204
141,2024-06-10 19:19:00,192.375,192.41,192.37,192.4,1754,0.03999999999999204
142,2024-06-10 19:18:00,192.4,192.4,192.36,192.375,922,0.03999999999999204
143,2024-06-10 19:17:00,192.44,192.45,192.36,192.38,5161,0.08999999999997499
144,2024-06-10 19:16:00,192.45,192.45,192.4,192.45,801,0.04999999999998295
145,2024-06-10 19:15:00,192.405,192.45,192.4,192.45,508,0.04999999999998295
146,2024-06-10 19:14:00,192.53,192.53,192.31,192.44,2887,0.21999999999999886
147,2024-06-10 19:13:00,192.38,192.53,192.36,192.455,1919,0.1699999999999875
148,2024-06-10 19:12:00,192.52,192.52,192.35,192.38,4144,0.17000000000001592
149,2024-06-10 19:11:00,192.5,192.52,192.48,192.5,524,0.040000000000020464
150,2024-06-10 19:10:00,192.5,192.5,192.475,192.5,811,0.025000000000005684
151,2024-06-10 19:09:00,192.51,192.52,192.48,192.505,1877,0.040000000000020464
152,2024-06-10 19:08:00,192.5,192.51,192.48,192.51,643,0.030000000000001137
153,2024-06-10 19:07:00,192.519,192.52,192.5,192.5,676,0.020000000000010232
154,2024-06-10 19:06:00,192.5,192.55,192.5,192.51,401,0.05000000000001137
155,2024-06-10 19:05:00,192.55,192.55,192.25,192.5,3306,0.30000000000001137
156,2024-06-10 19:04:00,192.54,192.55,192.52,192.54,601,0.030000000000001137
157,2024-06-10 19:03:00,192.54,192.54,192.51,192.52,339,0.030000000000001137
158,2024-06-10 19:02:00,192.54,192.55,192.51,192.54,1197,0.040000000000020464
159,2024-06-10 19:01:00,192.55,192.55,192.54,192.54,302,0.010000000000019327
160,2024-06-10 19:00:00,192.62,192.62,192.54,192.545,916,0.0800000000000125
161,2024-06-10 18:59:00,192.595,192.62,192.54,192.58,1242,0.0800000000000125
162,2024-06-10 18:58:00,192.55,192.62,192.54,192.57,2580,0.0800000000000125
163,2024-06-10 18:57:00,192.54,192.55,192.53,192.55,2342,0.020000000000010232
164,2024-06-10 18:56:00,192.52,192.55,192.5,192.55,1161,0.05000000000001137
165,2024-06-10 18:55:00,192.5,192.54,192.5,192.526,2604,0.03999999999999204
166,2024-06-10 18:54:00,192.505,192.55,192.5,192.5,1335,0.05000000000001137
167,2024-06-10 18:53:00,192.55,192.55,192.5,192.5,951,0.05000000000001137
168,2024-06-10 18:52:00,192.54,192.56,192.5,192.5,1786,0.060000000000002274
169,2024-06-10 18:51:00,192.59,192.61,192.5,192.58,2768,0.11000000000001364
170,2024-06-10 18:50:00,192.61,192.63,192.58,192.6,991,0.04999999999998295
171,2024-06-10 18:49:00,192.615,192.63,192.58,192.63,355,0.04999999999998295
172,2024-06-10 18:48:00,192.615,193.12,192.58,192.6,8118,0.539999999999992
173,2024-06-10 18:47:00,192.64,192.66,192.58,192.63,2410,0.07999999999998408
174,2024-06-10 18:46:00,192.5,192.69,192.5,192.615,10539,0.18999999999999773
175,2024-06-10 18:45:00,192.5,192.53,192.5,192.53,1938,0.030000000000001137
176,2024-06-10 18:44:00,192.53,192.54,192.5,192.515,1736,0.03999999999999204
177,2024-06-10 18:43:00,192.6,192.61,192.5,192.54,4801,0.11000000000001364
178,2024-06-10 18:42:00,192.7,192.7,192.55,192.63,2387,0.14999999999997726
179,2024-06-10 18:41:00,192.67,192.7,192.66,192.7,253,0.03999999999999204
180,2024-06-10 18:40:00,192.7,192.7,192.65,192.67,993,0.04999999999998295
181,2024-06-10 18:39:00,192.7,192.7,192.65,192.675,736,0.04999999999998295
182,2024-06-10 18:38:00,192.731,192.75,192.69,192.699,1027,0.060000000000002274
183,2024-06-10 18:37:00,192.76,192.8,192.7,192.725,503,0.10000000000002274
184,2024-06-10 18:36:00,192.7,192.79,192.695,192.76,2039,0.09499999999999886
185,2024-06-10 18:35:00,192.79,192.8,192.7,192.7,2863,0.10000000000002274
186,2024-06-10 18:34:00,192.8,192.83,192.75,192.79,3269,0.0800000000000125
187,2024-06-10 18:33:00,192.83,192.84,192.8,192.8,640,0.03999999999999204
188,2024-06-10 18:32:00,192.83,192.84,192.8,192.84,972,0.03999999999999204
189,2024-06-10 18:31:00,192.86,192.86,192.795,192.82,1167,0.06500000000002615
190,2024-06-10 18:30:00,192.83,192.87,192.46,192.86,975,0.4099999999999966
191,2024-06-10 18:29:00,192.86,192.87,192.83,192.87,2327,0.03999999999999204
192,2024-06-10 18:28:00,192.85,192.88,192.84,192.85,649,0.03999999999999204
193,2024-06-10 18:27:00,192.86,192.88,192.7,192.85,1184,0.18000000000000682
194,2024-06-10 18:26:00,192.79,192.88,192.64,192.86,828,0.2400000000000091
195,2024-06-10 18:25:00,192.85,192.88,192.61,192.88,1963,0.2699999999999818
196,2024-06-10 18:24:00,192.65,192.87,192.6,192.87,1393,0.27000000000001023
197,2024-06-10 18:23:00,192.54,192.75,192.51,192.625,4344,0.2400000000000091
198,2024-06-10 18:22:00,192.5,192.884,192.5,192.58,3334,0.38399999999998613
199,2024-06-10 18:21:00,192.5,192.53,192.45,192.515,2701,0.0800000000000125
200,2024-06-10 18:20:00,192.49,192.53,192.45,192.475,1247,0.0800000000000125
201,2024-06-10 19:59:00,192.32,192.4,192.29,192.33,7650,0.11000000000001364
202,2024-06-10 19:58:00,192.25,192.35,192.25,192.31,2758,0.09999999999999432
203,2024-06-10 19:57:00,192.26,192.27,192.22,192.22,4278,0.05000000000001137
204,2024-06-10 19:56:00,192.28,192.29,192.25,192.28,6735,0.03999999999999204
205,2024-06-10 19:55:00,192.38,192.4,192.28,192.28,5785,0.12000000000000455
206,2024-06-10 19:54:00,192.37,192.4,192.36,192.38,3196,0.03999999999999204
207,2024-06-10 19:53:00,192.43,192.54,192.36,192.37,14102,0.1799999999999784
208,2024-06-10 19:52:00,192.49,192.53,192.425,192.43,2933,0.10499999999998977
209,2024-06-10 19:51:00,192.53,192.55,192.44,192.465,9904,0.11000000000001364
210,2024-06-10 19:50:00,192.59,192.59,192.525,192.55,2166,0.06499999999999773
211,2024-06-10 19:49:00,192.62,192.62,192.56,192.59,1456,0.060000000000002274
212,2024-06-10 19:48:00,192.62,192.62,192.6,192.61,1535,0.020000000000010232
213,2024-06-10 19:47:00,192.6,192.62,192.6,192.62,830,0.020000000000010232
214,2024-06-10 19:46:00,192.6,192.62,192.59,192.61,351,0.030000000000001137
215,2024-06-10 19:45:00,192.63,192.63,192.56,192.56,3237,0.06999999999999318
216,2024-06-10 19:44:00,192.62,192.65,192.6,192.615,5955,0.05000000000001137
217,2024-06-10 19:43:00,192.6,192.62,192.57,192.62,2398,0.05000000000001137
218,2024-06-10 19:42:00,192.575,192.62,192.575,192.61,264,0.045000000000015916
219,2024-06-10 19:41:00,192.62,192.62,192.55,192.56,1124,0.06999999999999318
220,2024-06-10 19:40:00,192.605,192.64,192.55,192.585,1451,0.08999999999997499
221,2024-06-10 19:39:00,192.65,192.65,192.56,192.58,1732,0.09000000000000341
222,2024-06-10 19:38:00,192.61,192.65,192.56,192.62,1656,0.09000000000000341
223,2024-06-10 19:37:00,192.62,192.68,192.585,192.63,1279,0.09499999999999886
224,2024-06-10 19:36:00,192.655,192.68,192.55,192.615,537,0.12999999999999545
225,2024-06-10 19:35:00,192.68,192.7,192.61,192.61,3591,0.08999999999997499
226,2024-06-10 19:34:00,192.59,192.81,192.59,192.69,7656,0.21999999999999886
227,2024-06-10 19:33:00,192.48,192.7,192.445,192.65,6096,0.25499999999999545
228,2024-06-10 19:32:00,192.48,192.48,192.41,192.48,1495,0.06999999999999318
229,2024-06-10 19:31:00,192.45,192.48,192.44,192.47,1274,0.03999999999999204
230,2024-06-10 19:30:00,192.37,192.48,192.37,192.45,4773,0.10999999999998522
231,2024-06-10 19:29:00,192.38,192.44,192.37,192.4,815,0.06999999999999318
232,2024-06-10 19:28:00,192.375,192.44,192.37,192.44,1689,0.06999999999999318
233,2024-06-10 19:27:00,192.43,192.44,192.37,192.375,377,0.06999999999999318
234,2024-06-10 19:26:00,192.4,192.44,192.37,192.4,2657,0.06999999999999318
235,2024-06-10 19:25:00,192.435,192.47,192.4,192.44,914,0.06999999999999318
236,2024-06-10 19:24:00,192.47,192.47,192.4,192.47,283,0.06999999999999318
237,2024-06-10 19:23:00,192.41,192.45,192.39,192.435,563,0.060000000000002274
238,2024-06-10 19:22:00,192.4,192.42,192.39,192.42,767,0.030000000000001137
239,2024-06-10 19:21:00,192.4,192.41,192.39,192.41,704,0.020000000000010232
240,2024-06-10 19:20:00,192.4,192.42,192.38,192.4,1905,0.03999999999999204
241,2024-06-10 19:19:00,192.375,192.41,192.37,192.4,1754,0.03999999999999204
242,2024-06-10 19:18:00,192.4,192.4,192.36,192.375,922,0.03999999999999204
243,2024-06-10 19:17:00,192.44,192.45,192.36,192.38,5161,0.08999999999997499
244,2024-06-10 19:16:00,192.45,192.45,192.4,192.45,801,0.04999999999998295
245,2024-06-10 19:15:00,192.405,192.45,192.4,192.45,508,0.04999999999998295
246,2024-06-10 19:14:00,192.53,192.53,192.31,192.44,2887,0.21999999999999886
247,2024-06-10 19:13:00,192.38,192.53,192.36,192.455,1919,0.1699999999999875
248,2024-06-10 19:12:00,192.52,192.52,192.35,192.38,4144,0.17000000000001592
249,2024-06-10 19:11:00,192.5,192.52,192.48,192.5,524,0.040000000000020464
250,2024-06-10 19:10:00,192.5,192.5,192.475,192.5,811,0.025000000000005684
251,2024-06-10 19:09:00,192.51,192.52,192.48,192.505,1877,0.040000000000020464
252,2024-06-10 19:08:00,192.5,192.51,192.48,192.51,643,0.030000000000001137
253,2024-06-10 19:07:00,192.519,192.52,192.5,192.5,676,0.020000000000010232
254,2024-06-10 19:06:00,192.5,192.55,192.5,192.51,401,0.05000000000001137
255,2024-06-10 19:05:00,192.55,192.55,192.25,192.5,3306,0.30000000000001137
256,2024-06-10 19:04:00,192.54,192.55,192.52,192.54,601,0.030000000000001137
257,2024-06-10 19:03:00,192.54,192.54,192.51,192.52,339,0.030000000000001137
258,2024-06-10 19:02:00,192.54,192.55,192.51,192.54,1197,0.040000000000020464
259,2024-06-10 19:01:00,192.55,192.55,192.54,192.54,302,0.010000000000019327
260,2024-06-10 19:00:00,192.62,192.62,192.54,192.545,916,0.0800000000000125
261,2024-06-10 18:59:00,192.595,192.62,192.54,192.58,1242,0.0800000000000125
262,2024-06-10 18:58:00,192.55,192.62,192.54,192.57,2580,0.0800000000000125
263,2024-06-10 18:57:00,192.54,192.55,192.53,192.55,2342,0.020000000000010232
264,2024-06-10 18:56:00,192.52,192.55,192.5,192.55,1161,0.05000000000001137
265,2024-06-10 18:55:00,192.5,192.54,192.5,192.526,2604,0.03999999999999204
266,2024-06-10 18:54:00,192.505,192.55,192.5,192.5,1335,0.05000000000001137
267,2024-06-10 18:53:00,192.55,192.55,192.5,192.5,951,0.05000000000001137
268,2024-06-10 18:52:00,192.54,192.56,192.5,192.5,1786,0.060000000000002274
269,2024-06-10 18:51:00,192.59,192.61,192.5,192.58,2768,0.11000000000001364
270,2024-06-10 18:50:00,192.61,192.63,192.58,192.6,991,0.04999999999998295
271,2024-06-10 18:49:00,192.615,192.63,192.58,192.63,355,0.04999999999998295
272,2024-06-10 18:48:00,192.615,193.12,192.58,192.6,8118,0.539999999999992
273,2024-06-10 18:47:00,192.64,192.66,192.58,192.63,2410,0.07999999999998408
274,2024-06-10 18:46:00,192.5,192.69,192.5,192.615,10539,0.18999999999999773
275,2024-06-10 18:45:00,192.5,192.53,192.5,192.53,1938,0.030000000000001137
276,2024-06-10 18:44:00,192.53,192.54,192.5,192.515,1736,0.03999999999999204
277,2024-06-10 18:43:00,192.6,192.61,192.5,192.54,4801,0.11000000000001364
278,2024-06-10 18:42:00,192.7,192.7,192.55,192.63,2387,0.14999999999997726
279,2024-06-10 18:41:00,192.67,192.7,192.66,192.7,253,0.03999999999999204
280,2024-06-10 18:40:00,192.7,192.7,192.65,192.67,993,0.04999999999998295
281,2024-06-10 18:39:00,192.7,192.7,192.65,192.675,736,0.04999999999998295
282,2024-06-10 18:38:00,192.731,192.75,192.69,192.699,1027,0.060000000000002274
283,2024-06-10 18:37:00,192.76,192.8,192.7,192.725,503,0.10000000000002274
284,2024-06-10 18:36:00,192.7,192.79,192.695,192.76,2039,0.09499999999999886
285,2024-06-10 18:35:00,192.79,192.8,192.7,192.7,2863,0.10000000000002274
286,2024-06-10 18:34:00,192.8,192.83,192.75,192.79,3269,0.0800000000000125
287,2024-06-10 18:33:00,192.83,192.84,192.8,192.8,640,0.03999999999999204
288,2024-06-10 18:32:00,192.83,192.84,192.8,192.84,972,0.03999999999999204
289,2024-06-10 18:31:00,192.86,192.86,192.795,192.82,1167,0.06500000000002615
290,2024-06-10 18:30:00,192.83,192.87,192.46,192.86,975,0.4099999999999966
291,2024-06-10 18:29:00,192.86,192.87,192.83,192.87,2327,0.03999999999999204
292,2024-06-10 18:28:00,192.85,192.88,192.84,192.85,649,0.03999999999999204
293,2024-06-10 18:27:00,192.86,192.88,192.7,192.85,1184,0.18000000000000682
294,2024-06-10 18:26:00,192.79,192.88,192.64,192.86,828,0.2400000000000091
295,2024-06-10 18:25:00,192.85,192.88,192.61,192.88,1963,0.2699999999999818
296,2024-06-10 18:24:00,192.65,192.87,192.6,192.87,1393,0.27000000000001023
297,2024-06-10 18:23:00,192.54,192.75,192.51,192.625,4344,0.2400000000000091
298,2024-06-10 18:22:00,192.5,192.884,192.5,192.58,3334,0.38399999999998613
299,2024-06-10 18:21:00,192.5,192.53,192.45,192.515,2701,0.0800000000000125
300,2024-06-10 18:20:00,192.49,192.53,192.45,192.475,1247,0.0800000000000125
301,2024-06-10 19:59:00,192.32,192.4,192.29,192.33,7650,0.11000000000001364
302,2024-06-10 19:58:00,192.25,192.35,192.25,192.31,2758,0.09999999999999432
303,2024-06-10 19:57:00,192.26,192.27,192.22,192.22,4278,0.05000000000001137
304,2024-06-10 19:56:00,192.28,192.29,192.25,192.28,6735,0.03999999999999204
305,2024-06-10 19:55:00,192.38,192.4,192.28,192.28,5785,0.12000000000000455
306,2024-06-10 19:54:00,192.37,192.4,192.36,192.38,3196,0.03999999999999204
307,2024-06-10 19:53:00,192.43,192.54,192.36,192.37,14102,0.1799999999999784
308,2024-06-10 19:52:00,192.49,192.53,192.425,192.43,2933,0.10499999999998977
309,2024-06-10 19:51:00,192.53,192.55,192.44,192.465,9904,0.11000000000001364
310,2024-06-10 19:50:00,192.59,192.59,192.525,192.55,2166,0.06499999999999773
311,2024-06-10 19:49:00,192.62,192.62,192.56,192.59,1456,0.060000000000002274
312,2024-06-10 19:48:00,192.62,192.62,192.6,192.61,1535,0.020000000000010232
313,2024-06-10 19:47:00,192.6,192.62,192.6,192.62,830,0.020000000000010232
314,2024-06-10 19:46:00,192.6,192.62,192.59,192.61,351,0.030000000000001137
315,2024-06-10 19:45:00,192.63,192.63,192.56,192.56,3237,0.06999999999999318
316,2024-06-10 19:44:00,192.62,192.65,192.6,192.615,5955,0.05000000000001137
317,2024-06-10 19:43:00,192.6,192.62,192.57,192.62,2398,0.05000000000001137
318,2024-06-10 19:42:00,192.575,192.62,192.575,192.61,264,0.045000000000015916
319,2024-06-10 19:41:00,192.62,192.62,192.55,192.56,1124,0.06999999999999318
320,2024-06-10 19:40:00,192.605,192.64,192.55,192.585,1451,0.08999999999997499
321,2024-06-10 19:39:00,192.65,192.65,192.56,192.58,1732,0.09000000000000341
322,2024-06-10 19:38:00,192.61,192.65,192.56,192.62,1656,0.09000000000000341
323,2024-06-10 19:37:00,192.62,192.68,192.585,192.63,1279,0.09499999999999886
324,2024-06-10 19:36:00,192.655,192.68,192.55,192.615,537,0.12999999999999545
325,2024-06-10 19:35:00,192.68,192.7,192.61,192.61,3591,0.08999999999997499
326,2024-06-10 19:34:00,192.59,192.81,192.59,192.69,7656,0.21999999999999886
327,2024-06-10 19:33:00,192.48,192.7,192.445,192.65,6096,0.25499999999999545
